देश विदेश भारतीय सुहागिनों तीज क़ी हार्दिक शुभकामना	Sudhir Karan	SudhirCcl	Ranchi, Jharkhand, India			
अपनी बात कहने बहुत सारे प्लेटफोर्म लेकिन हमारा प्लेटफोर्म सिबल बुलडोजर तोड़ रहा दीदी	dashrath singh 	dashrathr	umerlai 		@SushmaSwarajBJP	
किसान नेता बुलाना किसान बुलाना खेती करता खेती जिसका जीवन आधार	dashrath singh 	dashrathr	umerlai 		@ravishndtv	
सबसे बड़ा घोटाला होगा अगर कोई निष्पक्ष जाँच जगह मिलेंगे bpl लिए नेता होना जरुरी गरीब नहीं	dashrath singh 	dashrathr	umerlai 		@ibnkhabar	
fdi रोकना बहुत अच्छी बात लेकिन कोई दूसरा विकल्प क्या होगा	dashrath singh 	dashrathr	umerlai 		@SushmaSwarajBJP	
fdi प्राइम टाइम अच्छा रहेगा	dashrath singh 	dashrathr	umerlai 		@ravishndtv	
गुजरात भुज में १९९१ खेती लिए बिजली लाइन नहीं मिलती लेकिन उद्योग सिर्फ दिन में बिजली मिलती	dashrath singh 	dashrathr	umerlai 		@PankajPachauri	
क्या करोड़ व्यापारियों उजाड करोड़ लोग रोजगार देना क्या सही मानते गलत	dashrath singh 	dashrathr	umerlai 		@narendramodi	
हमारे नेता भर्स्ट तभी इनकी नियत सख्त कानून बनाने नहीं अन्ना राज्य आरक्षण वेतन वर्दी मांग रहे जबाकि कानून	dashrath singh 	dashrathr	umerlai 			
काम साथ क्रोध संगम विनाश समझिए krodha anger can destroy your family religion bhaskar com	Nitin R. Upadhyay	nitinrupadhyay	ujjain			http://t.co/X0cwxay0
तरफा रिश्ता सिर्फ तनाव अशांति देगा rishte tension and unrest will only religion bhaskar com	Nitin R. Upadhyay	nitinrupadhyay	ujjain			http://t.co/KMU7HaXD
आपके निर्णय में परिवार हित सबसे ऊपर bhagya interests the family every religion bhaskar com	Nitin R. Upadhyay	nitinrupadhyay	ujjain			http://t.co/NM0QJ6fZ
परिवार में रहें लेकिन पति पत्नी खुद दें एकांत prem the family the husband religion bhaskar com	Nitin R. Upadhyay	nitinrupadhyay	ujjain			http://t.co/Jg8Q5idV
इवेंट मैनेजमेंट सूत्र सीखिए भगवान हनुमान learn the formula event management from religion bhaskar com	Nitin R. Upadhyay	nitinrupadhyay	ujjain			http://t.co/mk7XicPS
चित्र कैसा विद्यार्थी जीवन बताती हैं सरस्वती how should student life says saraswati religion bhaskar com	Nitin R. Upadhyay	nitinrupadhyay	ujjain			http://t.co/7FR9W5Q
किस्मत में लिखा उसे पाना हमारे हाथ में luck written our hands religion bhaskar com	Nitin R. Upadhyay	nitinrupadhyay	ujjain			http://t.co/mwgi9ZE
लोकसभा फीसदी सांसद स्नातक ranchi express नयी दिल्ली हमारे सांसद कानून…	Ravishankar	raviratlami	India			http://t.co/vmlKH4m
रांची क्षेत्र स्पोर्ट जोन बनायेंगे ग्रामीण क्षेत्रों में खेल खिलाड़ी…	Ravishankar	raviratlami	India			http://t.co/QPhK60t
देश धड़कन bहै संसद नेटवर्क आदमी रोटी बेलता आदमी रोटी खाता तीसरा…	Ravishankar	raviratlami	India			http://t.co/zGh3ApT
ganesh chaturthi गणेश ऐसे होते हैं प्रसन्न क्रम प्रतिदिन जारी रखने एवं नियमित समय पर…	Ravishankar	raviratlami	India			http://t.co/wv4VfYv
ajaykumarjha hअभी अंगडाई bहै छत्तीसगढ़ next post…	Ravishankar	raviratlami	India			http://t.co/XgJkKJ5
गोली खाएं रहें जवां mahanagar times live hindi news portal देश अरब डॉलर पोषण एवं…	Ravishankar	raviratlami	India			http://t.co/KqiqvWU
नृत्य आत्मा छुपी हुई भाषा	Sanjeev Sharma	ndiit072	Delhi			
शांति बारे में केवल बात करना काफी नहीं व्यक्ति उसमें विश्वास होना चाहिए केवल उसमें विश्वास होना काफी नहीं	Sanjeev Sharma	ndiit072	Delhi			
कार्य करने परिणाम मिलता सिर्फ बोलने कुछ हासिल नहीं होता	Sanjeev Sharma	ndiit072	Delhi			
पसंद करो करो उसे पसंद करो	Sanjeev Sharma	ndiit072	Delhi			
व्यक्ति अपने बारे में नहीं सोचता कभी सोचता नहीं	Sanjeev Sharma	ndiit072	Delhi			
कुछ चीज़ें परिश्रम कौशल संभव नहीं होती महान कार्य शक्‍ति नहीं बल्‍कि दृढ़ता संपन्‍न किए जाते हैं	Sanjeev Sharma	ndiit072	Delhi			
करने पहले ठीक परखें	Sanjeev Sharma	ndiit072	Delhi			
सभी गटर में हैं लेकिन हममें कुछ सितारों देख रहे हैं ऑस्‍कर वाइल्‍ड	Sanjeev Sharma	ndiit072	Delhi			
खुद खोजने सबसे अच्छा तरीका खुद दूसरों सेवा में समर्पित दें	Sanjeev Sharma	ndiit072	Delhi			
मुम्बई दूसरे आतंकी हमले बात अति सुन्दर पाकिस्तानी विदेश मंत्री भारतीय यात्रा संसद सत्र आरम्भ होते पुरानी गयी है।	श्रीकान्त मिश्र  	skant124	not-given			
धर्म सन्यासी राजनीति करने अपेक्षा नही करता क्या सनातन धर्म चोगें मक्कारों जनता विश्वास हार चुके धूर्तो इजाजत देता है।	श्रीकान्त मिश्र  	skant124	not-given			
वर्षों बाद अपने गांव जहां मैंने जन्म लिया आंगन मिट्टी खुशबू में बसती गांव में गांव अतिरिक्त	श्रीकान्त मिश्र  	skant124	not-given			
“difficulties strengthen the mind well labour does the body “जिस प्रकार श्रम करने शरीर मजबूत होता उसी प्रकार कठिनाई…	kapil aggarwal	kapilaggarwal99	not-given			
“happiness the meaning and the purpose life the whole aim and end human existence “खुशी जीवन अर्थ उद्देश्य	kapil aggarwal	kapilaggarwal99	not-given			
“every man desires live long but one would old “हर कोई दीर्घायु होने कामना करता लेकिन बूढ़ा कोई नहीं कहलाना चाहता।”	kapil aggarwal	kapilaggarwal99	not-given			
“if you tell the truth you don have remember anything “अगर बोलते हैं ज्यादा कुछ याद रखने ज़रूरत नहीं।”	kapil aggarwal	kapilaggarwal99	not-given			
अच्छी तरह सोचना बुद्दिमता अच्छी योजना बनाना उत्तम अच्छी तरह काम पूरा करना सबसे अच्छी बुद्धिमता	Vivek tripathi	vivektripathi70	New delhi			
